Schedule E: Merchandise,,,,,,,,,,
Own/  Other,Type,No.,Item,Description,Year of Manufacture,Date of Purchase,Purchase Price Per Item,Cumulative Purchase Price,Estimated Market Value Per Item,Cumulative Estimated Market Value
own,Finished Goods or Products,94,W183CPPRSHF,30CONDUCTOR 180GAUGE RED & PUTTY SMALL HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.18,16.92,1.5,141
own,Finished Goods or Products,11,W183CPPRSHS,30CONDUCTOR 180GAUGE RED & PUTTY SMALL HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 1000foot s...,~last 3 years,,18.02,198.22,95,"1,045.00"
own,Finished Goods or Products,15,W183CPPTXXF,30CONDUCTOR 180GAUGE PUTTY COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.18,2.7,1.5,22.5
own,Finished Goods or Products,5,W183CPPTXXS,30CONDUCTOR 180GAUGE PUTTY COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,90.1,95,475
own,Finished Goods or Products,70,W183CPRBXXF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,0.18,12.6,1.2,84
own,Finished Goods or Products,10,W183CPRBXXS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord, with S...",~last 3 years,,18.02,180.2,95,950
own,Finished Goods or Products,69,W183CPRDXXF,30CONDUCTOR 180GAUGE RED COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.18,12.42,1.5,103.5
own,Finished Goods or Products,3,W183CPRDXXS,30CONDUCTOR 180GAUGE RED COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,54.06,95,285
own,Finished Goods or Products,0,W183CPRPLHF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0,0,1.2,0
own,Finished Goods or Products,0,W183CPRPLHS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0,0,95,0
own,Finished Goods or Products,0,W183CPRPSHF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0,0,1.2,0
own,Finished Goods or Products,0,W183CPRPSHS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0,0,95,0
own,Finished Goods or Products,160,W183CPRWZZF,30CONDUCTOR 180GAUGE RED & WHITE ZIG0ZAG COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.16,25.6,1.5,240
own,Finished Goods or Products,5,W183CPRWZZS,30CONDUCTOR 180GAUGE RED & WHITE ZIG0ZAG COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,17.02,85.1,95,475
own,Finished Goods or Products,59,W183CPSBXXF,30CONDUCTOR 180GAUGE SLATE BLUE COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,10.03,1.5,88.5
own,Finished Goods or Products,3,W183CPSBXXS,30CONDUCTOR 180GAUGE SLATE BLUE COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.14,54.42,95,285
own,Finished Goods or Products,100,W183CPSWLHF,30CONDUCTOR 180GAUGE SLATE BLUE & WHITE LARGE HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 by ...,~last 3 years,,19.19,"1,919.00",1.5,150
own,Finished Goods or Products,2,W183CPSWLHS,30CONDUCTOR 180GAUGE SLATE BLUE & WHITE LARGE HOUND'S0TOOTH COTTON PULLEY CORD 0 UL0Listed 0 100...,~last 3 years,,18.04,36.08,95,190
own,Finished Goods or Products,6,W183CPSWSHF,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,0.19,1.14,1.2,7.2
own,Finished Goods or Products,3,W183CPSWSHS,"This is a 30conductor, 180gauge cord in the pulley cord style. This wire is a round cord with SV...",~last 3 years,,18.02,54.06,95,285
own,Finished Goods or Products,4,W183CPTQXXF,30CONDUCTOR 180GAUGE TURQUOISE COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,0.68,1.5,6
own,Finished Goods or Products,8,W183CPTQXXS,30CONDUCTOR 180GAUGE TURQUOISE COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,144.16,95,760
own,Finished Goods or Products,293,W183CPWHXXF,30CONDUCTOR 180GAUGE WHITE COTTON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.17,49.81,1.5,439.5
own,Finished Goods or Products,3,W183CPWHXXS,30CONDUCTOR 180GAUGE WHITE COTTON PULLEY CORD 0 UL0Listed 0 1000foot spool,~last 3 years,,18.02,54.06,95,285
own,Finished Goods or Products,203,W183RPBKXXF,30CONDUCTOR 180GAUGE BLACK RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.2,40.6,1.5,304.5
own,Finished Goods or Products,0,W183RPBKXXS,30CONDUCTOR 180GAUGE BLACK RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.02,0,100,0
own,Finished Goods or Products,66,W183RPGDXXF,30CONDUCTOR 180GAUGE GOLD RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.21,13.86,1.5,99
own,Finished Goods or Products,3,W183RPGDXXS,30CONDUCTOR 180GAUGE GOLD RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.02,54.06,100,300
own,Finished Goods or Products,100,W183RPPWXXF,30CONDUCTOR 180GAUGE PEWTER RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.2,20,1.5,150
own,Finished Goods or Products,4,W183RPPWXXS,30CONDUCTOR 180GAUGE PEWTER RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.02,72.08,100,400
own,Finished Goods or Products,139,W183RPSTXXF,30CONDUCTOR 180GAUGE SILVER RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.2,27.8,1.5,208.5
own,Finished Goods or Products,3,W183RPSTXXS,30CONDUCTOR 180GAUGE SILVER RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.02,54.06,100,300
own,Finished Goods or Products,125,W183RPWBXXF,30CONDUCTOR 180GAUGE WALNUT BROWN RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.2,25,1.5,187.5
own,Finished Goods or Products,0,W183RPWBXXS,30CONDUCTOR 180GAUGE WALNUT BROWN RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.02,0,100,0
own,Finished Goods or Products,98,W183RPWHXXF,30CONDUCTOR 180GAUGE WHITE RAYON PULLEY CORD 0 UL0Listed 0 by the foot,~last 3 years,,0.2,19.6,1.5,147
own,Finished Goods or Products,0,W183RPWHXXS,30CONDUCTOR 180GAUGE WHITE RAYON PULLEY CORD 0 UL0Listed 0 100 foot spool,~last 3 years,,18.02,0,100,0
own,Finished Goods or Products,8,W202CTBKXXF,20CONDUCTOR 200GAUGE BLACK COTTON TWISTED WIRE,~last 3 years,,0.08,0.64,1.2,9.6
own,Finished Goods or Products,0,W202CTBKXXS,20CONDUCTOR 200GAUGE COTTON BLACK tWISTED WIRE,~last 3 years,,8.86,0,55,0
own,Finished Goods or Products,120,W202RTBKXXF,20CONDUCTOR 200GAUGE BLACK RAYON TWISTED WIRE,~last 3 years,,0.09,10.8,1.2,144
own,Finished Goods or Products,11,W202RTBKXXS,This is a 200gauge wire in the twisted pair style where each conductor is covered in black rayon...,~last 3 years,,9.86,108.46,55,605
own,Finished Goods or Products,98,W202RTGDXXF,20conductor 200gauge GOLD twisted RAYON wire 0 BY THE FOOT,~last 3 years,,0.11,10.78,1.2,117.6
own,Finished Goods or Products,0,W202RTGDXXS,20conductor 200gauge GOLD twisted RAYON wire 0 BY THE SPOOL,~last 3 years,,12.23,0,55,0
own,Finished Goods or Products,90,W202RTSTXXF,20conductor 200gauge SILVER twisted RAYON wire 0 BY THE FOOT,~last 3 years,,0.11,9.9,1.2,108
own,Finished Goods or Products,1,W202RTSTXXS,20conductor 200gauge SILVER twisted RAYON wire 0 BY THE SPOOL,~last 3 years,,12.23,12.23,55,55
own,Finished Goods or Products,67,W222CTBKXXF,This is a 220gauge wire in the twisted pair style where each conductor is covered in black cotto...,~last 3 years,,0.09,6.03,1,67
own,Finished Goods or Products,7,W222CTBKXXS,20CONDUCTOR 220GAUGE BLACK COTTON TWISTED WIRE,~last 3 years,,8.86,62.02,40,280
own,Finished Goods or Products,0,W222CTDBXXF,20CONDUCTOR 220GAUGE DARK BROWN COTTON TWISTED WIRE,~last 3 years,,0.08,0,1,0
own,Finished Goods or Products,0,W222CTDBXXS,20CONDUCTOR 220GAUGE DARK BROWN COTTON TWISTED WIRE,~last 3 years,,8.86,0,40,0
own,Finished Goods or Products,45,W222RTBKXXF,20CONDUCTOR 220GAUGE BLACK RAYON TWISTED WIRE,~last 3 years,,0.09,4.05,1,45
own,Finished Goods or Products,11,W222RTBKXXS,20conductor 220gauge BLACK twisted RAYON wire 0 100 FOOT SPOOL,~last 3 years,,10.23,112.53,40,440
own,Finished Goods or Products,108,W222RTGDXXF,20CONDUCTOR 220GAUGE GOLD RAYON TWISTED WIRE,~last 3 years,,0.09,9.72,1,108
own,Finished Goods or Products,20,W222RTWHXXF,This is a 220gauge wire in the twisted pair style where each conductor is covered in white rayon...,~last 3 years,,0.09,1.8,1,20
own,Finished Goods or Products,8,W222RTWHXXS,20conductor 220gauge WHITE twisted RAYON wire 0 100 FOOT SPOOL,~last 3 years,,1.12,8.96,40,320
,,,,,,,,,,
,,,Unbraided Wire,,,,,,,
own,Materials or Supplies,8000,WN141AWM1015GY,"140gauge  MTW/AWM, 1015, GRAY, spools: max. 24"" flange, max. 16"" traverse plus flange thickness,...",year purchased?,~last 3 years,0.1,800,0,0
own,Materials or Supplies,0,WN141AWM1015GYBN,"140gauge  MTW/AWM, 1015, GRAY with BROWN stripe, spools: max. 24"" flange, max. 16"" traverse plus...",year purchased?,~last 3 years,0.03,0,0,0
own,Materials or Supplies,4000,WN143SJT03GRAY,"SJT03 Cord, Gray, 14/3 AWG, , 300 V., 105 C., BLACK/WHITE/GREEN,  JACKET GRAY (BREEN 529) 105C 3...",year purchased?,~last 3 years,0.41,"1,640.00",0,0
own,Materials or Supplies,16000,WN161AWM1015GY,"160gauge  MTW/AWM, 1015, GRAY, spools: max. 24"" flange, max. 16"" traverse plus flange thickness,...",year purchased?,~last 3 years,0.07,"1,120.00",0,0
own,Materials or Supplies,16000,WN161AWM1015GYBN,"160gauge  MTW/AWM, 1015, GRAY with BROWN stripe, spools: max. 24"" flange, max. 16"" traverse plus...",year purchased?,~last 3 years,0.07,"1,120.00",0,0
own,Materials or Supplies,0,WN163BKGNWH,"160gauge, 30conductor  MTW/AWM, , BLACK/GREEN/WHITE conductors, *** 85A PVC *** , spools: max. 2...",year purchased?,~last 3 years,0.23,0,0,0
own,Materials or Supplies,0,WN181AWM1015GY,"180gauge  MTW/AWM, 1015/1230, GRAY, *** 85A PVC *** , spools: max. 24"" flange, max. 16"" traverse...",year purchased?,~last 3 years,0.05,0,0,0
own,Materials or Supplies,0,WN181AWM1015GYBN,"180gauge  MTW/AWM, 1015/1230, GRAY with BROWN stripe, *** 85A PVC ***   spools: max. 24"" flange,...",year purchased?,~last 3 years,0.05,0,0,0
own,Materials or Supplies,0,WN182SPT01GRAY0NOT_UL,"58:66:47:01  SPT01 Cord, Gray: 58:63:XX:01 18041 2/C CU SPT01 GRAY 105(D)C 300V 10,000 FT REEL (...",year purchased?,~last 3 years,0.07,0,0,0
own,Materials or Supplies,0,WN182SVT02GRAY0NOT_UL,"58:63:08:01  SVT02 Cord, Gray: 58:63:08:01 18041 2/C CU SVT BLK/WHT POLY 105(D)C 300V GRAY 5,000...",year purchased?,~last 3 years,0.11,0,0,0
own,Materials or Supplies,0,WN183SVT03GRAY0NOT_UL,"58:63:09:01  SVT03 Cord, 18041 3/C CU SVT POLY GRAY 105(D)C 300V 4,500 FOOT REEL (N5D)  spools: ...",year purchased?,~last 3 years,0.14,0,0,0
own,Materials or Supplies,26000,WN201AWM1015GY,"200gauge  MTW/AWM, 1015, GRAY, spools: max. 24"" flange, max. 16"" traverse plus flange thickness,...",year purchased?,~last 3 years,0.04,"1,040.00",0,0
own,Materials or Supplies,26000,WN201AWM1015GYBN,"200gauge  MTW/AWM, 1015, GRAY with BROWN stripe, spools: max. 24"" flange, max. 16"" traverse plus...",year purchased?,~last 3 years,0.04,"1,040.00",0,0
own,Materials or Supplies,5000,WN221AWM1015GY,"220gauge  MTW/AWM, 1015, GRAY, spools: max. 24"" flange, max. 16"" traverse plus flange thickness,...",year purchased?,~last 3 years,0.02,100,0,0
own,Materials or Supplies,5000,WN221AWM1015GYBN,"220gauge  MTW/AWM, 1015, GRAY with BROWN stripe spools: max. 24"" flange, max. 16"" traverse plus ...",year purchased?,~last 3 years,0.02,100,0,0
own,Materials or Supplies,0,WNUL143SJT03GRAY,"SJT03 Cord, Gray, 14/3 AWG, , 300 V., 105 C., BLACK/WHITE/GREEN,  JACKET GRAY (BREEN 529) 105C 3...",year purchased?,~last 3 years,0.41,0,0,0
own,Materials or Supplies,0,WNUL163SJT03BLACK,"160gauge SJT03 Cord, 16026 CU 3/C BLACK/WHITE/GREEN SJTOW BLACK 105C 300V N/F INDENT,  INDENT PR...",year purchased?,~last 3 years,0.3,0,0,0
own,Materials or Supplies,0,WNUL182SPT01GRAY,"58:66:47:01  SPT01 Cord, Gray: 58:63:XX:01 18041 2/C CU SPT01 GRAY 105(D)C 300V 10,000 FT REEL (...",year purchased?,~last 3 years,0.12,0,0,0
own,Materials or Supplies,9000,WNUL182SVT02GRAY,"58:63:08:01  SVT02 Cord, Gray: 58:63:08:01 18041 2/C CU SVT BLK/WHT POLY 105(D)C 300V GRAY 5,000...",year purchased?,~last 3 years,0.19,"1,710.00",0,0
own,Materials or Supplies,5000,WNUL183SJT03BLACK,"180gauge SJT03 Cord, 18016 CU 3/C BLACK/WHITE/GREEN SJTOW BLACK 105C 300V N/F INDENT    INDENT P...",year purchased?,~last 3 years,0.23,"1,150.00",0,0
own,Materials or Supplies,0,WNUL183SVT03GRAY,"58:63:09:01  SVT03 Cord, 18041 3/C CU SVT POLY GRAY 105(D)C 300V 4,500 FOOT REEL (N5D)  INDENT P...",year purchased?,~last 3 years,0.19,0,0,0
,,,,,,,,,,
,,,,,,,,,,
,,,Yarn,,,,,,,
own,Materials or Supplies,0,YC_40_2_3E_BLACK,"COTTON yarn 40/2 BLACK 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,11.44,0,0,0
own,Materials or Supplies,14,YC_40_2_3E_BLEACH_WHITE,"COTTON yarn 40/2 BLEACH WHITE 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.69,135.66,0,0
own,Materials or Supplies,53,YC_40_2_3E_BRUSH_GOLD,"COTTON yarn 40/2 BRUSH GOLD 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.16,538.48,0,0
own,Materials or Supplies,143,YC_40_2_3E_BURNTORANGE,"COTTON yarn 40/2 BURNT ORANGE 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"1,329.90",0,0
own,Materials or Supplies,0,YC_40_2_3E_DARK_BROWN,"COTTON yarn 40/2 DARK BROWN 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.5,0,0,0
own,Materials or Supplies,90,YC_40_2_3E_GRAY,"COTTON yarn 40/2 GRAY 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.21,918.9,0,0
own,Materials or Supplies,0,YC_40_2_3E_GRAY_TRACER,"COTTON yarn 40/2 GRAY for TRACER 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.3,0,0,0
own,Materials or Supplies,90,YC_40_2_3E_GREEN,"COTTON yarn 40/2 GREEN 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.1,909,0,0
own,Materials or Supplies,55,YC_40_2_3E_LIGHT_BROWN,"COTTON yarn 40/2 LIGHT BROWN 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,511.5,0,0
own,Materials or Supplies,126,YC_40_2_3E_LIME,"COTTON yarn 40/2 LIME 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"1,171.80",0,0
own,Materials or Supplies,0,YC_40_2_3E_PINKISH_RED,"COTTON yarn 40/2 PINKISH RED 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,0,0,0,0
own,Materials or Supplies,0,YC_40_2_3E_PUTTY,"COTTON yarn 40/2 PUTTY 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.2,0,0,0
own,Materials or Supplies,252,YC_40_2_3E_RASPBERRY,"COTTON yarn 40/2 RASPBERRY 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"2,343.60",0,0
own,Materials or Supplies,46,YC_40_2_3E_RED,"COTTON yarn 40/2 RED 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,427.8,0,0
own,Materials or Supplies,235,YC_40_2_3E_SLATEBLUE,"COTTON yarn 40/2 SLATE BLUE 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"2,185.50",0,0
own,Materials or Supplies,130,YC_40_2_3E_TURQUOISE,"COTTON yarn 40/2 TURQUOISE 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"1,209.00",0,0
own,Materials or Supplies,0,YC_40_2_3E_YELLOW,"COTTON yarn 40/2 YELLOW 3 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.04,0,0,0
own,Materials or Supplies,28,YC_40_2_5E_BLACK,"COTTON yarn 40/2 BLACK 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,11.28,315.84,0,0
own,Materials or Supplies,183,YC_40_2_5E_BLEACH_WHITE,"COTTON yarn 40/2 BLEACH WHITE 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.61,"1,758.63",0,0
own,Materials or Supplies,78,YC_40_2_5E_BRIGHT_GOLD,"COTTON yarn 40/2 BRIGHT GOLD 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.95,776.1,0,0
own,Materials or Supplies,225,YC_40_2_5E_BURNTORANGE,"COTTON yarn 40/2 BURNT ORANGE 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"2,092.50",0,0
own,Materials or Supplies,0,YC_40_2_5E_DARK_BROWN,"COTTON yarn 40/2 DARK BROWN 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,12.99,0,0,0
own,Materials or Supplies,110,YC_40_2_5E_GRAY,"COTTON yarn 40/2 GRAY 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.17,"1,118.70",0,0
own,Materials or Supplies,147,YC_40_2_5E_GREEN,"COTTON yarn 40/2 GREEN 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.3,"1,514.10",0,0
own,Materials or Supplies,294,YC_40_2_5E_LIGHT_BROWN,"COTTON yarn 40/2 LIGHT BROWN 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"2,734.20",0,0
own,Materials or Supplies,255,YC_40_2_5E_LIME,"COTTON yarn 40/2 LIME 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"2,371.50",0,0
own,Materials or Supplies,0,YC_40_2_5E_PINKISH_RED,"COTTON yarn 40/2 PINKISH RED 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,0,0,0,0
own,Materials or Supplies,109,YC_40_2_5E_PUTTY,"COTTON yarn 40/2 PUTTY 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.98,"1,087.82",0,0
own,Materials or Supplies,314,YC_40_2_5E_RASPBERRY,"COTTON yarn 40/2 RASPBERRY 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"2,920.20",0,0
own,Materials or Supplies,76,YC_40_2_5E_RED,"COTTON yarn 40/2 RED 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.29,782.04,0,0
own,Materials or Supplies,0,YC_40_2_5E_ROYAL_BLUE,"COTTON yarn 40/2 ROYAL BLUE 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,0,0,0,0
own,Materials or Supplies,232,YC_40_2_5E_SLATEBLUE,"COTTON yarn 40/2 SLATE BLUE 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"2,157.60",0,0
own,Materials or Supplies,241,YC_40_2_5E_TURQUOISE,"COTTON yarn 40/2 TURQUOISE 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,9.3,"2,241.30",0,0
own,Materials or Supplies,352,YC_40_2_5E_YELLOW,"COTTON yarn 40/2 YELLOW 5 ends, 4 1/4"" x  5/8"" x 2 1/4"" OD",year purchased?,~last 3 years,10.3,"3,625.60",0,0
own,Materials or Supplies,38,YR_300_2E_BEAVERBROWN_RYC2877,"RAYON yarn, BEAVER BROWN, RYC color 2877, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.54,514.52,0,0
own,Materials or Supplies,84,YR_300_2E_BLACK_RIMAFIL101,"RAYON yarn, BLACK, Rimafil color 101, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.25,"1,113.00",0,0
own,Materials or Supplies,0,YR_300_2E_BLACK_RYC2025,"RAYON yarn, BLACK, RYC color 2025, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.4,0,0,0
own,Materials or Supplies,101,YR_300_2E_BROWN_RIMAFIL126,"RAYON yarn, BROWN, RIMAFIL color 126, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.3,"1,343.30",0,0
own,Materials or Supplies,0,YR_300_2E_COGNAC_RYC2010,"RAYON yarn, COGNAC, RYC color 2010, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.5,0,0,0
own,Materials or Supplies,58,YR_300_2E_GRAFITO_RIMAFIL530,"RAYON yarn, GRAFITO, Rimafil color 530, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.4,777.2,0,0
own,Materials or Supplies,142,YR_300_2E_NATURAL_RYC2002,"RAYON yarn, NATURAL, RYC color 2002, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.48,"1,914.16",0,0
own,Materials or Supplies,0,YR_300_2E_ORIENTALGOLD_RYC4195,"RAYON yarn, ORIENTAL GOLD, RYC color 4195, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.07,0,0,0
own,Materials or Supplies,44,YR_300_2E_PLATA_RIMAFIL281,"RAYON yarn, PLATA, RIMAFIL color 281, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.56,596.64,0,0
own,Materials or Supplies,0,YR_300_2E_SMOG_RYC2770,"RAYON yarn, SMOG, RYC color 2770, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.9,0,0,0
own,Materials or Supplies,0,YR_300_2E_STORM_RYC2025,"RAYON yarn, STORM, RYC color 2025, 300 denier, 2 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.41,0,0,0
own,Materials or Supplies,29,YR_300_5E_BLACK_RIMAFIL101,"RAYON yarn, BLACK Rimafil color 101, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.23,383.67,0,0
own,Materials or Supplies,0,YR_300_5E_BLACK_RYC2025,"RAYON yarn, BLACK RYC color 2025, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.93,0,0,0
own,Materials or Supplies,42,YR_300_5E_BROWN_RIMAFIL126,"RAYON yarn, BROWN, RIMAFIL color 126,  300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.24,556.08,0,0
own,Materials or Supplies,0,YR_300_5E_CHOCOLATE_RYC2535,"RAYON yarn, CHOCOLATE, RYC color 2535, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,12.6,0,0,0
own,Materials or Supplies,0,YR_300_5E_COGNAC_RYC2010,"RAYON yarn, COGNAC, RYC color 2010, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.38,0,0,0
own,Materials or Supplies,53,YR_300_5E_GRAFITO_RIMAFIL530,"RAYON yarn, GRAFITO, Rimafil color 530, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,12.85,681.05,0,0
own,Materials or Supplies,156,YR_300_5E_NATURAL_RYC2002,"RAYON yarn, NATURAL, RYC color 2002, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.5,"2,106.00",0,0
own,Materials or Supplies,162,YR_300_5E_ORIENTALGOLD_RYC4195,"RAYON yarn, ORIENTAL GOLD RYC color 4195, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.5,"2,187.00",0,0
own,Materials or Supplies,37,YR_300_5E_PLATA_RIMAFIL281,"RAYON yarn, PLATA, RIMAFIL color 281, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,14.9,551.3,0,0
own,Materials or Supplies,0,YR_300_5E_ROYAL_BLUE_RYC2005,"RAYON yarn, ROYAL BLUE, RYC color 2005, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.5,0,0,0
own,Materials or Supplies,0,YR_300_5E_SMOG_RYC2770,"RAYON yarn, SMOG, RYC color 2770, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.51,0,0,0
own,Materials or Supplies,0,YR_300_5E_STORM_RYC2025,"RAYON yarn, STORM, RYC color 2025, 300 denier, 5 ends, 4 ¼” x 5/8”x 2 1/4"", Digiwind",year purchased?,~last 3 years,13.5,0,0,0
Total Merchandise,,,,,,,,"117,415.41",,"278,374.85"
