Schedule E: Merchandise,,,,,,
Own/Other,Type,Description,Year of Manufacture,Year of purchase,Purchase price,Estimated market value
,,,,,,
,,"Knobs, Tubes, Cleats",,,,
own,Finished Goods or Products,9x W182CTBGZZF - 2-CONDUCTOR 18-GAUGE BLACK & GRAY ZIG-ZAG COTTON TWISTED WIRE (By the foot),,~last 3 years,1.35,13.50
own,Finished Goods or Products,9x W182CTBNXXF - 2-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON TWISTED WIRE (By the foot),,~last 3 years,1.35,13.50
own,Finished Goods or Products,4965x W182CTBOXXF - 2-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON TWISTED WIRE (By the foot),,~last 3 years,744.75,7447.50
own,Finished Goods or Products,10x W182CTBOXXL - 2-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON TWISTED WIRE (By the 50-foot spool),,~last 3 years,88.00,10.00
own,Finished Goods or Products,9x W182CTBOXXS - 2-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON TWISTED WIRE (By the 250-foot spool),,~last 3 years,359.91,1575.00
own,Finished Goods or Products,8x W182CTBR2TF - 2-CONDUCTOR 18-GAUGE BLACK COTTON TWISTED WIRE WITH DOUBLE RED TRACER (By the foot),,~last 3 years,1.20,12.00
own,Finished Goods or Products,1640x W182CTBWXXF - 2-CONDUCTOR 18-GAUGE BLACK & WHITE COTTON TWISTED WIRE (By the foot),,~last 3 years,246.00,2460.00
own,Finished Goods or Products,10x W182CTBWXXL - 2-CONDUCTOR 18-GAUGE BLACK & WHITE COTTON TWISTED WIRE (By the 50-foot spool),,~last 3 years,88.00,450.00
own,Finished Goods or Products,6x W182CTBWXXS - 2-CONDUCTOR 18-GAUGE BLACK & WHITE COTTON TWISTED WIRE (By the 250-foot spool),,~last 3 years,239.94,1050.00
own,Finished Goods or Products,40x W182CTBWZZF - 2-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON TWISTED WIRE (By the foot),,~last 3 years,6.00,60.00
own,Finished Goods or Products,70x W182CTGYXXF - 2-CONDUCTOR 18-GAUGE GRAY COTTON TWISTED WIRE (By the foot),,~last 3 years,10.50,105.00
own,Finished Goods or Products,4965x W182CTLGXXF - 2-CONDUCTOR 18-GAUGE LIME GREEN COTTON TWISTED WIRE (By the foot),,~last 3 years,744.75,7447.50
own,Finished Goods or Products,10x W182CTLGXXL - 2-CONDUCTOR 18-GAUGE LIME GREEN COTTON TWISTED WIRE (By the 50-foot spool),,~last 3 years,88.00,450.00
own,Finished Goods or Products,15x W182CTLGXXS - 2-CONDUCTOR 18-GAUGE LIME GREEN COTTON TWISTED WIRE (By the 250-foot spool),,~last 3 years,599.85,2625.00
own,Finished Goods or Products,29x W182CTPTGDF - 2-CONDUCTOR 18-GAUGE PUTTY COTTON TWISTED WIRE WITH GOLD TRACER (By the foot),,~last 3 years,4.35,43.50
own,Finished Goods or Products,4990x W182CTRBXXF - 2-CONDUCTOR 18-GAUGE RASPBERRY COTTON TWISTED WIRE (By the foot),,~last 3 years,748.50,7485.00
own,Finished Goods or Products,10x W182CTRBXXL - 2-CONDUCTOR 18-GAUGE RASPBERRY COTTON TWISTED WIRE (By the 50-foot spool),,~last 3 years,88.00,450.00
own,Finished Goods or Products,12x W182CTRBXXS - 2-CONDUCTOR 18-GAUGE RASPBERRY COTTON TWISTED WIRE (By the 250-foot spool),,~last 3 years,479.88,2100.00
own,Finished Goods or Products,2000x W182CTRDXXF - 2-CONDUCTOR 18-GAUGE RED COTTON TWISTED WIRE (By the foot),,~last 3 years,300.00,3000.00
own,Finished Goods or Products,8x W182CTRDXXL - 2-CONDUCTOR 18-GAUGE RED COTTON TWISTED WIRE (By the 50-foot spool),,~last 3 years,70.40,360.00
own,Finished Goods or Products,1x W182CTRDXXS - 2-CONDUCTOR 18-GAUGE RED COTTON TWISTED WIRE (By the 250-foot spool),,~last 3 years,39.99,175.00
own,Finished Goods or Products,29x W182CTRGXXF - 2-CONDUCTOR 18-GAUGE RED & GREEN COTTON TWISTED WIRE (By the foot),,~last 3 years,4.35,43.50
own,Finished Goods or Products,4974x W182CTRWZZF - 2-CONDUCTOR 18-GAUGE RED & WHITE ZIG-ZAG COTTON TWISTED WIRE (By the foot),,~last 3 years,746.10,7461.00
own,Finished Goods or Products,9x W182CTRWZZL - 2-CONDUCTOR 18-GAUGE RED & WHITE ZIG-ZAG COTTON TWISTED WIRE (By the 50-foot spool),,~last 3 years,79.20,405.00
own,Finished Goods or Products,14x W182CTRWZZS - 2-CONDUCTOR 18-GAUGE RED & WHITE ZIG-ZAG COTTON TWISTED WIRE (By the 250-foot spool),,~last 3 years,559.86,2450.00
own,Finished Goods or Products,41x W182CTSBXXF - 2-CONDUCTOR 18-GAUGE SLATE BLUE COTTON TWISTED WIRE (By the foot),,~last 3 years,6.15,61.50
own,Finished Goods or Products,4x W182CTWHXXF - 2-CONDUCTOR 18-GAUGE WHITE COTTON TWISTED WIRE (By the foot),,~last 3 years,0.60,6.00
own,Finished Goods or Products,4x W182RFBKXXF - 2-CONDUCTOR 18-GAUGE BLACK RAYON PARALLEL CORD - UL-Listed (By the foot),,~last 3 years,0.84,4.00
own,Finished Goods or Products,107x W182RFBNXXF - 2-CONDUCTOR 18-GAUGE BROWN RAYON PARALLEL CORD - UL-Listed (By the foot),,~last 3 years,22.47,107.00
own,Finished Goods or Products,13x W182RFPWXXF - 2-CONDUCTOR 18-GAUGE PEWTER RAYON PARALLEL CORD - UL-Listed (By the foot),,~last 3 years,2.73,13.00
own,Finished Goods or Products,1x W182RFPWXXMNS - 2-CONDUCTOR 18-GAUGE PEWTER RAYON PARALLEL CORD - UL-Listed (NON UL by the 250-foot spool),,~last 3 years,52.63,120.00
own,Finished Goods or Products,79x W182RFSTXXF - 2-CONDUCTOR 18-GAUGE SILVER RAYON PARALLEL CORD - UL-Listed (By the foot),,~last 3 years,16.59,79.00
own,Finished Goods or Products,3x W182RFSTXXMNS - 2-CONDUCTOR 18-GAUGE SILVER RAYON PARALLEL CORD - UL-Listed (NON UL by the 250-foot spool),,~last 3 years,157.89,360.00
own,Finished Goods or Products,1594x W182RFWHXXF - 2-CONDUCTOR 18-GAUGE WHITE RAYON PARALLEL CORD - UL-Listed (By the foot),,~last 3 years,334.74,1594.00
own,Finished Goods or Products,11x W182RFWHXXMNS - 2-CONDUCTOR 18-GAUGE WHITE RAYON PARALLEL CORD - UL-Listed (NON UL by the 250-foot spool),,~last 3 years,578.93,1320.00
own,Finished Goods or Products,6x W182RFWHXXS - 2-CONDUCTOR 18-GAUGE WHITE RAYON PARALLEL CORD - UL-Listed (By the 250-foot spool),,~last 3 years,315.78,720.00
own,Finished Goods or Products,13x W182RPBKXXS - 2-CONDUCTOR 18-GAUGE BLACK RAYON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,289.38,1040.00
own,Finished Goods or Products,3x W182RPGDXXS - 2-CONDUCTOR 18-GAUGE GOLD RAYON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,66.78,240.00
own,Finished Goods or Products,500x W182RPPWXXF - 2-CONDUCTOR 18-GAUGE PEWTER RAYON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,105.00,475.00
own,Finished Goods or Products,3x W182RPPWXXMNS - 2-CONDUCTOR 18-GAUGE PEWTER RAYON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,66.78,120.00
own,Finished Goods or Products,5x W182RPPWXXS - 2-CONDUCTOR 18-GAUGE PEWTER RAYON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,111.30,400.00
own,Finished Goods or Products,1500x W182RPSTXXF - 2-CONDUCTOR 18-GAUGE SILVER RAYON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,315.00,1425.00
own,Finished Goods or Products,12x W182RPSTXXMNS - 2-CONDUCTOR 18-GAUGE SILVER RAYON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,267.12,480.00
own,Finished Goods or Products,15x W182RPSTXXS - 2-CONDUCTOR 18-GAUGE SILVER RAYON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,333.90,1200.00
own,Finished Goods or Products,6x W182RPWBXXS - 2-CONDUCTOR 18-GAUGE WALNUT BROWN RAYON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,133.56,480.00
own,Finished Goods or Products,16x W182RPWHXXS - 2-CONDUCTOR 18-GAUGE WHITE RAYON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,356.16,1280.00
own,Finished Goods or Products,32x W182RTBKXXF - 2-CONDUCTOR 18-GAUGE BLACK RAYON TWISTED WIRE (By the foot),,~last 3 years,5.76,48.00
own,Finished Goods or Products,15x W182RTMBXXF - 2-CONDUCTOR 18-GAUGE MAHOGANY BROWN RAYON TWISTED WIRE (By the foot),,~last 3 years,2.70,22.50
own,Finished Goods or Products,45x W182RTPWXXF - 2-CONDUCTOR 18-GAUGE PEWTER RAYON TWISTED WIRE (By the foot),,~last 3 years,8.10,67.50
own,Finished Goods or Products,36x W182RTSTXXF - 2-CONDUCTOR 18-GAUGE SILVER RAYON TWISTED WIRE (By the foot),,~last 3 years,6.48,54.00
own,Finished Goods or Products,5x W182RTWBXXF - 2-CONDUCTOR 18-GAUGE WALNUT BROWN RAYON TWISTED WIRE (By the foot),,~last 3 years,0.90,7.50
own,Finished Goods or Products,18x W182RTWHXXF - 2-CONDUCTOR 18-GAUGE WHITE RAYON TWISTED WIRE (By the foot),,~last 3 years,3.24,27.00
own,Finished Goods or Products,640x W183CPBDZZF - 3-CONDUCTOR 18-GAUGE BLACK & DARK BROWN ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,204.80,640.00
own,Finished Goods or Products,6x W183CPBDZZS - 3-CONDUCTOR 18-GAUGE BLACK & DARK BROWN ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,199.50,534.00
own,Finished Goods or Products,180x W183CPBNXXF - 3-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,57.60,180.00
own,Finished Goods or Products,14x W183CPBNXXMNS - 3-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,465.50,1246.00
own,Finished Goods or Products,2x W183CPBNXXS - 3-CONDUCTOR 18-GAUGE LIGHT BROWN COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,66.50,178.00
own,Finished Goods or Products,240x W183CPBOXXF - 3-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,76.80,240.00
own,Finished Goods or Products,1x W183CPBOXXS - 3-CONDUCTOR 18-GAUGE BURNT ORANGE COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,33.25,89.00
own,Finished Goods or Products,70x W183CPBPSHF - 3-CONDUCTOR 18-GAUGE BLACK & PUTTY SMALL HOUND'S-TOOTH COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,22.40,70.00
own,Finished Goods or Products,415x W183CPBPZZF - 3-CONDUCTOR 18-GAUGE BLACK & PUTTY ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,132.80,415.00
own,Finished Goods or Products,4x W183CPBPZZS - 3-CONDUCTOR 18-GAUGE BLACK & PUTTY ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,133.00,356.00
own,Finished Goods or Products,275x W183CPBR1CF - 3-CONDUCTOR 18-GAUGE BLACK & RED SINGLE CROSS TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,88.00,275.00
own,Finished Goods or Products,7x W183CPBR1CMNS - 3-CONDUCTOR 18-GAUGE BLACK & RED SINGLE CROSS TRACER COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,232.75,623.00
own,Finished Goods or Products,2x W183CPBR1CS - 3-CONDUCTOR 18-GAUGE BLACK & RED SINGLE CROSS TRACER COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,66.50,178.00
own,Finished Goods or Products,5x W183CPBR1TF - 3-CONDUCTOR 18-GAUGE BLACK & RED SINGLE TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,1.60,5.00
own,Finished Goods or Products,500x W183CPBR2CF - 3-CONDUCTOR 18-GAUGE BLACK & RED DOUBLE CROSS TRACER COTTON PULLEY CORD  - UL-Listed (By the foot),,~last 3 years,160.00,500.00
own,Finished Goods or Products,11x W183CPBR2CMNS - 3-CONDUCTOR 18-GAUGE BLACK & RED DOUBLE CROSS TRACER COTTON PULLEY CORD  - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,365.75,979.00
own,Finished Goods or Products,5x W183CPBR2CS - 3-CONDUCTOR 18-GAUGE BLACK & RED DOUBLE CROSS TRACER COTTON PULLEY CORD  - UL-Listed (By the 100-foot spool),,~last 3 years,166.25,445.00
own,Finished Goods or Products,350x W183CPBR2TF - 3-CONDUCTOR 18-GAUGE BLACK & RED DOUBLE TRACER COTTON PULLEY CORD -UL Listed (By the foot),,~last 3 years,112.00,350.00
own,Finished Goods or Products,7x W183CPBR2TMNS - 3-CONDUCTOR 18-GAUGE BLACK & RED DOUBLE TRACER COTTON PULLEY CORD -UL Listed (NON UL by the 100-foot spool),,~last 3 years,232.75,623.00
own,Finished Goods or Products,3x W183CPBR2TS - 3-CONDUCTOR 18-GAUGE BLACK & RED DOUBLE TRACER COTTON PULLEY CORD -UL Listed (By the 100-foot spool),,~last 3 years,99.75,267.00
own,Finished Goods or Products,700x W183CPBR3TF - 3-CONDUCTOR 18-GAUGE BLACK & RED TRIPLE TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,224.00,700.00
own,Finished Goods or Products,13x W183CPBR3TMNS - 3-CONDUCTOR 18-GAUGE BLACK & RED TRIPLE TRACER COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,432.25,1157.00
own,Finished Goods or Products,7x W183CPBR3TS - 3-CONDUCTOR 18-GAUGE BLACK & RED TRIPLE TRACER COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,232.75,623.00
own,Finished Goods or Products,700x W183CPBR4TF - 3-CONDUCTOR 18-GAUGE BLACK & RED QUADRUPLE TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,224.00,700.00
own,Finished Goods or Products,6x W183CPBR4TMNS - 3-CONDUCTOR 18-GAUGE BLACK & RED QUADRUPLE TRACER COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,199.50,534.00
own,Finished Goods or Products,7x W183CPBR4TS - 3-CONDUCTOR 18-GAUGE BLACK & RED QUADRUPLE TRACER COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,232.75,623.00
own,Finished Goods or Products,500x W183CPBW1CF - 3-CONDUCTOR 18-GAUGE BLACK & WHITE SINGLE CROSS TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,160.00,500.00
own,Finished Goods or Products,14x W183CPBW1CMNS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE SINGLE CROSS TRACER COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,465.50,1246.00
own,Finished Goods or Products,5x W183CPBW1CS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE SINGLE CROSS TRACER COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,166.25,445.00
own,Finished Goods or Products,9x W183CPBW1TF - 3-CONDUCTOR 18-GAUGE BLACK & WHITE SINGLE TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,2.88,9.00
own,Finished Goods or Products,350x W183CPBW2CF - 3-CONDUCTOR 18-GAUGE BLACK & WHITE DOUBLE CROSS TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,112.00,350.00
own,Finished Goods or Products,19x W183CPBW2CMNS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE DOUBLE CROSS TRACER COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,631.75,1691.00
own,Finished Goods or Products,3x W183CPBW2CS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE DOUBLE CROSS TRACER COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,99.75,267.00
own,Finished Goods or Products,75x W183CPBW2TF - 3-CONDUCTOR 18-GAUGE BLACK & WHITE DOUBLE TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,24.00,75.00
own,Finished Goods or Products,9x W183CPBW2TMNS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE DOUBLE TRACER COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,299.25,801.00
own,Finished Goods or Products,940x W183CPBW3TF - 3-CONDUCTOR 18-GAUGE BLACK & WHITE TRIPLE TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,300.80,940.00
own,Finished Goods or Products,31x W183CPBW3TMNS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE TRIPLE TRACER COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,1030.75,2759.00
own,Finished Goods or Products,9x W183CPBW3TS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE TRIPLE TRACER COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,299.25,801.00
own,Finished Goods or Products,750x W183CPBW4TF - 3-CONDUCTOR 18-GAUGE BLACK & WHITE QUADRUPLE TRACER COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,240.00,750.00
own,Finished Goods or Products,18x W183CPBW4TMNS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE QUADRUPLE TRACER COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,598.50,1602.00
own,Finished Goods or Products,7x W183CPBW4TS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE QUADRUPLE TRACER COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,232.75,623.00
own,Finished Goods or Products,16x W183CPBWLHF - 3-CONDUCTOR 18-GAUGE BLACK & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,5.12,16.00
own,Finished Goods or Products,31x W183CPBWLHMNS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,1030.75,2759.00
own,Finished Goods or Products,800x W183CPBWSHF - 3-CONDUCTOR 18-GAUGE BLACK & WHITE SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,256.00,800.00
own,Finished Goods or Products,12x W183CPBWSHMNS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,399.00,1068.00
own,Finished Goods or Products,8x W183CPBWSHS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,266.00,712.00
own,Finished Goods or Products,100x W183CPBWZZF - 3-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,32.00,100.00
own,Finished Goods or Products,9x W183CPBWZZMNS - 3-CONDUCTOR 18-GAUGE BLACK & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,299.25,801.00
own,Finished Goods or Products,499x W183CPDPSHF - 3-CONDUCTOR 18-GAUGE DARK BROWN & PUTTY SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,159.68,499.00
own,Finished Goods or Products,5x W183CPDPSHS - 3-CONDUCTOR 18-GAUGE DARK BROWN & PUTTY SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,166.25,445.00
own,Finished Goods or Products,300x W183CPDPZZF - 3-CONDUCTOR 18-GAUGE DARK BROWN & PUTTY ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,96.00,300.00
own,Finished Goods or Products,3x W183CPDPZZS - 3-CONDUCTOR 18-GAUGE DARK BROWN & PUTTY ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,99.75,267.00
own,Finished Goods or Products,400x W183CPDWLHF - 3-CONDUCTOR 18-GAUGE DARK BROWN & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,128.00,400.00
own,Finished Goods or Products,13x W183CPDWLHMNS - 3-CONDUCTOR 18-GAUGE DARK BROWN & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,432.25,1157.00
own,Finished Goods or Products,4x W183CPDWLHS - 3-CONDUCTOR 18-GAUGE DARK BROWN & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,133.00,356.00
own,Finished Goods or Products,550x W183CPDWSHF - 3-CONDUCTOR 18-GAUGE DARK BROWN & WHITE SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,176.00,550.00
own,Finished Goods or Products,9x W183CPDWSHMNS - 3-CONDUCTOR 18-GAUGE DARK BROWN & WHITE SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,299.25,801.00
own,Finished Goods or Products,5x W183CPDWSHS - 3-CONDUCTOR 18-GAUGE DARK BROWN & WHITE SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,166.25,445.00
own,Finished Goods or Products,1100x W183CPDWZZF - 3-CONDUCTOR 18-GAUGE DARK BROWN & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,352.00,1100.00
own,Finished Goods or Products,13x W183CPDWZZMNS - 3-CONDUCTOR 18-GAUGE DARK BROWN & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,432.25,1157.00
own,Finished Goods or Products,11x W183CPDWZZS - 3-CONDUCTOR 18-GAUGE DARK BROWN & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,365.75,979.00
own,Finished Goods or Products,200x W183CPGDXXF - 3-CONDUCTOR 18-GAUGE GOLD COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,64.00,200.00
own,Finished Goods or Products,4x W183CPGDXXMNS - 3-CONDUCTOR 18-GAUGE GOLD COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,133.00,356.00
own,Finished Goods or Products,2x W183CPGDXXS - 3-CONDUCTOR 18-GAUGE GOLD COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,66.50,178.00
own,Finished Goods or Products,75x W183CPGNXXF - 3-CONDUCTOR 18-GAUGE GREEN COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,24.00,75.00
own,Finished Goods or Products,125x W183CPGYXXF - 3-CONDUCTOR 18-GAUGE GRAY COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,40.00,125.00
own,Finished Goods or Products,1x W183CPGYXXS - 3-CONDUCTOR 18-GAUGE GRAY COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,33.25,89.00
own,Finished Goods or Products,350x W183CPLGXXF - 3-CONDUCTOR 18-GAUGE LIME GREEN COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,112.00,350.00
own,Finished Goods or Products,7x W183CPLGXXMNS - 3-CONDUCTOR 18-GAUGE LIME GREEN COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,232.75,623.00
own,Finished Goods or Products,3x W183CPLGXXS - 3-CONDUCTOR 18-GAUGE LIME GREEN COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,99.75,267.00
own,Finished Goods or Products,570x W183CPPRLHF - 3-CONDUCTOR 18-GAUGE RED & PUTTY LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,182.40,570.00
own,Finished Goods or Products,11x W183CPPRLHMNS - 3-CONDUCTOR 18-GAUGE RED & PUTTY LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,365.75,979.00
own,Finished Goods or Products,6x W183CPPRLHS - 3-CONDUCTOR 18-GAUGE RED & PUTTY LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,199.50,534.00
own,Finished Goods or Products,52x W183CPPRSHF - 3-CONDUCTOR 18-GAUGE RED & PUTTY SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,16.64,52.00
own,Finished Goods or Products,1x W183CPPRSHS - 3-CONDUCTOR 18-GAUGE RED & PUTTY SMALL HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,33.25,89.00
own,Finished Goods or Products,985x W183CPRBXXF - 3-CONDUCTOR 18-GAUGE RASPBERRY COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,315.20,985.00
own,Finished Goods or Products,19x W183CPRBXXMNS - 3-CONDUCTOR 18-GAUGE RASPBERRY COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,631.75,1691.00
own,Finished Goods or Products,10x W183CPRBXXS - 3-CONDUCTOR 18-GAUGE RASPBERRY COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,332.50,890.00
own,Finished Goods or Products,274x W183CPRDXXF - 3-CONDUCTOR 18-GAUGE RED COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,87.68,274.00
own,Finished Goods or Products,13x W183CPRDXXMNS - 3-CONDUCTOR 18-GAUGE RED COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,432.25,1157.00
own,Finished Goods or Products,3x W183CPRDXXS - 3-CONDUCTOR 18-GAUGE RED COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,99.75,267.00
own,Finished Goods or Products,85x W183CPRWZZF - 3-CONDUCTOR 18-GAUGE RED & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,27.20,85.00
own,Finished Goods or Products,2x W183CPRWZZMNS - 3-CONDUCTOR 18-GAUGE RED & WHITE ZIG-ZAG COTTON PULLEY CORD - UL-Listed (NON UL by the 100-foot spool),,~last 3 years,66.50,178.00
own,Finished Goods or Products,420x W183CPSBXXF - 3-CONDUCTOR 18-GAUGE SLATE BLUE COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,134.40,420.00
own,Finished Goods or Products,3x W183CPSBXXS - 3-CONDUCTOR 18-GAUGE SLATE BLUE COTTON PULLEY CORD - UL-Listed (By the 100-foot spool),,~last 3 years,99.75,267.00
own,Finished Goods or Products,200x W183CPSWLHF - 3-CONDUCTOR 18-GAUGE SLATE BLUE & WHITE LARGE HOUND'S-TOOTH  COTTON PULLEY CORD - UL-Listed (By the foot),,~last 3 years,64.00,200.00
